2.580317713064014806e-02 0.000000000000000000e+00 2.580317713064014806e-02 0.000000000000000000e+00
-2.676469397008671147e-01 -5.050675423553369590e-03 -2.676945902581404080e-01 1.886842434588464207e-02
-3.876951091988656978e-02 -1.463734053206735847e-03 -3.879713255313749221e-02 3.773684869176928414e-02
3.360435786353728749e-01 1.904218091229782639e-02 3.365826665114600158e-01 5.660527303765392620e-02
4.808463419481031620e-01 3.636031703570403312e-02 4.822191174350194398e-01 7.547369738353856827e-02
-2.534123562181045952e-01 -2.397864172723431289e-02 -2.545442938725883120e-01 9.434212172942321728e-02
-3.817237502022943763e-02 -4.340072983132647715e-03 -3.841830876267140343e-02 1.132105460753078524e-01
-1.587533452910769860e-01 -2.109076302913289250e-02 -1.601481967624329983e-01 1.320789704211924875e-01
-5.980724717175037730e-01 -9.096944976585737141e-02 -6.049513387182371416e-01 1.509473947670771365e-01
2.499649971017240957e-01 4.286080319770500802e-02 2.536129890735435710e-01 1.698158191129617856e-01
1.148502260632079386e+00 2.193131216041369069e-01 1.169254329897797540e+00 1.886842434588464346e-01
1.822907874366802849e-01 3.838775276150027671e-02 1.862888905607713030e-01 2.075526678047310558e-01
1.303655719650040068e-01 3.003249832809477479e-02 1.337801678485628643e-01 2.264210921506157048e-01
7.148260430624512329e-01 1.789426230867471601e-01 7.368831211240267631e-01 2.452895164965003538e-01
-4.641471485084201765e-02 -1.255419104790297946e-02 -4.808256926945794762e-02 2.641579408423849751e-01
-1.012564057755140773e-01 -2.944878500542442296e-02 -1.054518404242963947e-01 2.830263651882696241e-01
3.128702505463895056e-01 9.743204153133715184e-02 3.276900919984074845e-01 3.018947895341542731e-01
-5.515383437481833490e-02 -1.832412510624406229e-02 -5.811814696937761537e-02 3.207632138800389221e-01
2.649712919647571607e-01 9.362031326829561850e-02 2.810241068341404747e-01 3.396316382259235711e-01
-2.639864786731861979e-01 -9.891345519852448587e-02 -2.819090855960110775e-01 3.585000625718082201e-01
4.318520857550521286e-01 1.711708785552248369e-01 4.645381508943656756e-01 3.773684869176928691e-01
5.333517746286796646e-01 2.231354419473538242e-01 5.781466431214513646e-01 3.962369112635774626e-01
1.809230558539577649e-01 7.973541614566223568e-02 1.977141591476347937e-01 4.151053356094621116e-01
4.850854348434875396e-01 2.248077047540598949e-01 5.346460354422203354e-01 4.339737599553467606e-01
-9.255075081604884069e-02 -4.503198200180717758e-02 -1.029248312100896900e-01 4.528421843012314096e-01
1.859853002086600260e-01 9.487477795178474171e-02 2.087863869726804267e-01 4.717106086471160586e-01
3.353982855296043231e-01 1.791470060386150809e-01 3.802442106183834825e-01 4.905790329930007077e-01
5.652379603647207373e-01 3.157608693440547842e-01 6.474556961261386245e-01 5.094474573388853011e-01
1.411029211933158833e-01 8.235570295502242510e-02 1.633783834492892606e-01 5.283158816847699502e-01
3.588673420318886920e-01 2.186355398269956563e-01 4.202228794966718639e-01 5.471843060306545992e-01
1.688524857489086817e-01 1.072911673094310986e-01 2.000563833678039583e-01 5.660527303765392482e-01
1.761174408347930542e-01 1.166293363117733572e-01 2.112338870889838294e-01 5.849211547224238972e-01
1.089103295315257403e-01 7.511704018114367942e-02 1.323027951490106657e-01 6.037895790683085462e-01
1.952501885275489957e-02 1.401758394870495673e-02 2.403578625631841437e-02 6.226580034141931952e-01
5.299172707790340553e-01 3.958053414030665018e-01 6.614183110204148175e-01 6.415264277600778442e-01
-5.811307899895497286e-02 -4.513862476586312511e-02 -7.358413821260784138e-02 6.603948521059624932e-01
1.145845782804806173e-01 9.252058540747169768e-02 1.472741807101871359e-01 6.792632764518471422e-01
6.368763790716092804e-03 5.344027347845088996e-03 8.313830676436262390e-03 6.981317007977317912e-01
4.772846147399096850e-01 4.160844557083402950e-01 6.331878692375034756e-01 7.170001251436164402e-01
1.833652726573966607e-01 1.660449534440020802e-01 2.473737047079625218e-01 7.358685494895010892e-01
7.716571036744938050e-01 7.257310101294333071e-01 1.059311184078973067e+00 7.547369738353857382e-01
2.226858798518204230e-01 2.174946930556443947e-01 3.112763122898181134e-01 7.736053981812702762e-01
2.919477467345221733e-01 2.961087031626128963e-01 4.158291126316303599e-01 7.924738225271549252e-01
6.133435473280860473e-01 6.460240172373938883e-01 8.908071272147191078e-01 8.113422468730395742e-01
4.380290783604976479e-01 4.791580694940282270e-01 6.492009927985253892e-01 8.302106712189242232e-01
-6.772779668359074634e-02 -7.695372543583851865e-02 -1.025130738104571004e-01 8.490790955648088723e-01
3.753122654727328866e-01 4.430188342083156150e-01 5.806246499052293286e-01 8.679475199106935213e-01
2.846194856729862277e-01 3.491124383483708016e-01 4.504306231089314494e-01 8.868159442565781703e-01
2.926667065462689732e-01 3.731429262326441121e-01 4.742250989963525676e-01 9.056843686024628193e-01
2.581724475243737937e-01 3.422703720739778688e-01 4.287213783570686387e-01 9.245527929483474683e-01
-5.370551407113806309e-04 -7.406614103191191652e-04 -9.148811665459222198e-04 9.434212172942321173e-01
3.128926625951954366e-01 4.491077684373193102e-01 5.473569274035541277e-01 9.622896416401167663e-01
5.918841349417091058e-01 8.846875117015425838e-01 1.064424174169471993e+00 9.811580659860014153e-01
6.719605675317118498e-01 1.046577556858564906e+00 1.243726491973851545e+00 1.000026490331886064e+00
3.464583145773180717e-01 5.626840578505075685e-01 6.607924883795738280e-01 1.018894914677770602e+00
3.977396308708979755e-01 6.741366964697499409e-01 7.827241528740925824e-01 1.037763339023655362e+00
2.068206606770880418e-01 3.661585441882085346e-01 4.205316458543107982e-01 1.056631763369539900e+00
4.153425360647535758e-01 7.688532927073988832e-01 8.738677291053322804e-01 1.075500187715424660e+00
2.408482245592127868e-01 4.666888993124990725e-01 5.251727296945614132e-01 1.094368612061309198e+00
2.664161911608265987e-01 5.410425897611218504e-01 6.030793238439399184e-01 1.113237036407193958e+00
3.106147134911603769e-01 6.620342686598078563e-01 7.312802972302223647e-01 1.132105460753078496e+00
2.608557682637082098e-01 5.844072161158999634e-01 6.399824420128927827e-01 1.150973885098963256e+00
2.151648592966144413e-01 5.075621823950847711e-01 5.512851219412630011e-01 1.169842309444847794e+00
3.041518604858880481e-01 7.569110121320222762e-01 8.157344142082945115e-01 1.188710733790732554e+00
2.928325332565644423e-01 7.704491382391915888e-01 8.242225228340765986e-01 1.207579158136617092e+00
1.793005325393529914e-01 4.999494140407229614e-01 5.311290780672414114e-01 1.226447582482501630e+00
